1,<unk>
2,<start>
3,<end>
4,على
5,في
6,من
7,مع
8,رجل
9,بجانب
10,مجموعة
11,امرأة
12,يجلس
13,يقف
14,طاولة
15,شخص
16,الناس
17,لوح
18,صورة
19,إلى
20,بالقرب
21,بعض
22,فوق
23,يحمل
24,يرتدي
25,غرفة
26,طائرة
27,أمام
28,صغير
29,التزلج
30,تجلس
31,كبيرة
32,الشارع
33,طبق
34,أبيض
35,قطة
36,تقف
37,تنس
38,كلب
39,حقل
40,يركب
41,كبير
42,قطار
43,صغيرة
44,لعبة
45,دراجة
46,بجوار
47,هناك
48,العديد
49,الماء
50,كمبيوتر
51,الأمواج
52,اثنين
53,بينما
54,بيضاء
55,الشاطئ
56,متوقفة
57,حافلة
58,كرة
59,أحد
60,العشب
61,الطعام
62,شارع
63,به
64,علامة
65,مقعد
66,صبي
67,لاعب
68,ركوب
69,البيسبول
70,طفل
71,بها
72,المدينة
73,مبنى
74,محمول
75,عن
76,فتاة
77,بيسبول
78,حمام
79,تحمل
80,زوجان
81,حمراء
82,دب
83,الثلج
84,الهواء
85,الطريق
86,نارية
87,عبر
88,الحمام
89,البيتزا
90,تحت
91,سرير
92,تزلج
93,منطقة
94,يتم
95,جانب
96,ثلاثة
97,أثناء
98,مطبخ
99,كعكة
100,مضرب
101,التي
102,البعض
103,طريق
104,مكتب
105,ملعب
106,ورقية
107,سوداء
108,مظلة
109,شاحنة
110,سيارة
111,التنس
112,يقفون
113,يلعب
114,أسفل
115,تسير
116,مرحاض
117,أشخاص
118,الفريسبي
119,جهاز
120,عليها
121,ذات
122,المطبخ
123,يسير
124,الرصيف
125,الأرض
126,زرقاء
127,حديقة
128,فيل
129,داخل
130,الخلفية
131,السيارات
132,بيتزا
133,شجرة
134,توقف
135,حول
136,وعاء
137,وهو
138,يحتوي
139,الأشجار
140,شاب
141,زرافة
142,المحيط
143,يوجد
144,أسود
145,لوحة
146,منحدر
147,يجلسون
148,حصان
149,ينظر
150,ساعة
151,كرسي
152,مقربة
153,شخصان
154,خشبية
155,مليئة
156,يقفان
157,الكمبيوتر
158,أحمر
159,وحشي
160,توجد
161,خشبي
162,حمار
163,قطعة
164,يقوم
165,خارج
166,النار
167,أخضر
168,الكرة
169,السرير
170,عدة
171,يجلسان
172,قارب
173,القطار
174,ما
175,صنبور
176,رجلان
177,طائر
178,والأسود
179,عند
180,الجليد
181,طويل
182,يلعبون
183,الساعة
184,مختلفة
185,يمشي
186,الدراجات
187,حقيبة
188,الزلاجات
189,أزرق
190,عنق
191,مغطى
192,محطة
193,طعام
194,الأشخاص
195,الكثير
196,الموز
197,صفيحة
198,نافذة
199,خلال
200,معيشة
201,تطير
202,شطيرة
203,ترتدي
204,جالسة
205,عليه
206,برج
207,الطاولة
208,بالأبيض
209,الرجال
210,تحتوي
211,منظر
212,هذه
213,معًا
214,هذا
215,قمة
216,الوحشية
217,بعد
218,تحلق
219,وامرأة
220,السماء
221,وبعض
222,قميصًا
223,الورقية
224,بعضهما
225,المرور
226,موجة
227,عرض
228,المعيشة
229,أريكة
230,قطيع
231,سطح
232,الحقول
233,الرجل
234,واحد
235,يتأرجح
236,المطار
237,طول
238,مغطاة
239,خلف
240,يوم
241,مدينة
242,لافتة
243,قديمة
244,الكعك
245,الطائرات
246,بني
247,خضراء
248,قبعة
249,مليء
250,بقرة
251,المياه
252,الملعب
253,ملابس
254,تلفزيون
255,معلقة
256,شوارع
257,غير
258,وبيضاء
259,الأحمر
260,صفراء
261,إشارة
262,الخيول
263,بين
264,الحائط
265,أجهزة
266,إناء
267,يقفز
268,ألواح
269,الأبيض
270,الغرفة
271,الحديقة
272,الشوارع
273,تم
274,عربة
275,يلعبان
276,اللون
277,ثلجي
278,الزرافات
279,عدد
280,موقف
281,النارية
282,سيدة
283,مفتوح
284,شاطئ
285,الأخضر
286,وسط
287,يستعد
288,المحمول
289,النافذة
290,مدرج
291,بالثلوج
292,آخر
293,يتزلج
294,حوض
295,بعضها
296,المباني
297,ثلاث
298,بدلة
299,للغاية
300,الذي
301,أخرى
302,الزرافة
303,جدار
304,سماء
305,يرتدون
306,الزهور
307,مغسلة
308,الأطفال
309,وهي
310,الأغنام
311,القدم
312,يأكل
313,جالس
314,الهاتف
315,الأمتعة
316,المبنى
317,زاوية
318,ثلاجة
319,الذين
320,مفاتيح
321,مزدحم
322,أعلى
323,سترة
324,تلعب
325,الحمر
326,سياج
327,كومة
328,عشبي
329,الصغيرة
330,النبيذ
331,رأس
332,وحوض
333,مفتوحة
334,طابقين
335,تحكم
336,واحدة
337,wii
338,طويلة
339,تل
340,ربطة
341,منتصف
342,فيه
343,للسيارات
344,مرآة
345,أربعة
346,رجال
347,صينية
348,الأبقار
349,عيد
350,جسم
351,الطوب
352,وضع
353,هاتف
354,المختلفة
355,المتزلجين
356,كوب
357,الكعكة
358,فيديو
359,حشد
360,قميص
361,دونات
362,هو
363,شاشة
364,وربطة
365,صندوق
366,شابة
367,يركبون
368,زوج
369,ركاب
370,التل
371,لرجل
372,المنزل
373,أصفر
374,الأريكة
375,ذو
376,منزل
377,الحافلة
378,الخضراء
379,الخاص
380,الخضروات
381,علامات
382,نوم
383,متن
384,عداد
385,المرحاض
386,شريحة
387,تمشي
388,اثنان
389,والخضروات
390,ترعى
391,لاعبي
392,البيضاء
393,الكبيرة
394,موقد
395,التحكم
396,المسارات
397,مائي
398,امرأتان
399,جدا
400,تقاطع
401,الكاميرا
402,ذلك
403,يمشون
404,وجبة
405,يمسك
406,ملونة
407,المرأة
408,لا
409,أن
410,الشمس
411,ضوء
412,قطع
413,متزلج
414,الحيوانات
415,المرآة
416,قديم
417,فريسبي
418,برتقالية
419,الأفيال
420,متجر
421,باب
422,المحمولة
423,مطعم
424,وشك
425,الخارج
426,مكان
427,دمية
428,الطلق
429,توضع
430,صف
431,الفاكهة
432,فرن
433,السياج
434,و
435,وقوف
436,عمود
437,الخفافيش
438,حافة
439,حفنة
440,الصغير
441,يمر
442,وجهاز
443,تمسك
444,الفيلة
445,يحملون
446,بالوعة
447,يضع
448,جميلة
449,الغابة
450,ظهر
451,الكلاب
452,متنوعة
453,ومرحاض
454,تظهر
455,رف
456,بنية
457,يظهر
458,القوارب
459,مسارات
460,الصورة
461,شعر
462,الكلب
463,يد
464,وراء
465,أرضية
466,الجزء
467,تبحث
468,الدببة
469,الطيور
470,لديه
471,يتحدث
472,جبل
473,سيارات
474,لشخص
475,يركبان
476,الأخرى
477,بالخارج
478,الحقل
479,مقاعد
480,فمه
481,استحمام
482,فارغ
483,جدًا
484,كل
485,بخدعة
486,الركاب
487,الأصفر
488,ملقاة
489,يركض
490,الشخص
491,شيء
492,المظلات
493,فوقه
494,تأكل
495,ألعاب
496,الجانب
497,نحو
498,زجاجة
499,جسر
500,القط
501,وأسود
502,خدعة
503,بواسطة
504,شرائح
505,نفاثة
506,النهر
507,حركة
508,رمادية
509,الرمال
510,التلفزيون
511,المطر
512,مسار
513,رصيف
514,دش
515,نصف
516,أو
517,الخبز
518,تمثال
519,حيوان
520,يشاهد
521,يسيرون
522,لتناول
523,يسحب
524,الزرقاء
525,يحاول
526,مشمس
527,وهناك
528,والأبيض
529,ساحة
530,البني
531,يرقد
532,أنواع
533,خط
534,يستخدم
535,الأزرق
536,مزهرية
537,القهوة
538,سلة
539,محشو
540,وردية
541,بعضهم
542,يرمي
543,النساء
544,يده
545,الملونة
546,معدني
547,الجدران
548,مشهد
549,لضرب
550,رأسه
551,موزة
552,يطير
553,تصطف
554,طفلان
555,ترابي
556,الليل
557,وطاولة
558,كان
559,البروكلي
560,خروف
561,كلبًا
562,بالغ
563,باللون
564,تقطيع
565,مضربًا
566,خزانة
567,البرتقال
568,وجود
569,يبدو
570,فارغة
571,زوجين
572,يميل
573,المنحدر
574,الطائرة
575,انتظار
576,هاتفها
577,السيارة
578,تعريف
579,شكل
580,الخلوي
581,الأسود
582,الثلاجة
583,تنظر
584,ميلاد
585,بشكل
586,هاتفًا
587,سكة
588,أسنان
589,فيها
590,منصة
591,نظارة
592,ولوحة
593,زورق
594,التفاح
595,تقع
596,ضرب
597,يراقب
598,الحديدية
599,مستلقية
600,معروضة
601,راكب
602,الفواكه
603,خوذة
604,متعددة
605,الموجودة
606,قرب
607,الكتب
608,الصخور
609,كتاب
610,محرك
611,مقص
612,عشب
613,عشبية
614,المكتب
615,أداة
616,يرفع
617,يتصفح
618,الخليط
619,للتزلج
620,بحيرة
621,وهم
622,هي
623,لها
624,يشاهدون
625,العشاء
626,قهوة
627,سيرفر
628,جنب
629,اللحم
630,طائرات
631,قبل
632,ورجل
633,القامة
634,يلتقط
635,غطاء
636,مضاءة
637,العلبة
638,مثل
639,الاستحمام
640,يسيران
641,معدنية
642,ممر
643,معلق
644,حصانًا
645,بطانية
646,كراسي
647,حيث
648,محشوة
649,الأعلى
650,النهار
651,الآخر
652,الزي
653,خلفه
654,الخلفي
655,بخارية
656,إحدى
657,لقطة
658,الجزر
659,يقود
660,زجاجي
661,ضد
662,بجانبه
663,مقلاة
664,وطفل
665,غابة
666,الحوض
667,ينتظر
668,ساخن
669,رضيع
670,ومرآة
671,هاتفه
672,خلفية
673,الأطباق
674,كثير
675,مكدسة
676,تستعد
677,تبتسم
678,الشباب
679,مرور
680,الجبال
681,يمشيان
682,مزينة
683,معروفة
684,يبتسم
685,مدار
686,ورقة
687,فرشاة
688,تفاحة
689,هوت
690,يأخذ
691,الحمراء
692,زجاجية
693,الشوكولاتة
